test_suite,test_name,test_root,matrix_identity,source_artifact,attempted_rollouts,average_conservatism_m,case,classes,collision_rate,completed_rollouts,compute_max_ms,compute_mean_ms,environment,error,errors,expected_rollouts,failure_any_homotopy_geometrically_feasible_false_rollouts,failure_any_homotopy_geometrically_feasible_true_rollouts,failure_any_homotopy_geometrically_feasible_unknown_rollouts,failure_backup_available_false_rollouts,failure_backup_available_true_rollouts,failure_backup_available_unknown_rollouts,failure_backup_dro_failed_false_rollouts,failure_backup_dro_failed_true_rollouts,failure_backup_dro_failed_unknown_rollouts,failure_backup_removal_budget_exceeded_false_rollouts,failure_backup_removal_budget_exceeded_true_rollouts,failure_backup_removal_budget_exceeded_unknown_rollouts,failure_braking_collision_feasible_false_rollouts,failure_braking_collision_feasible_true_rollouts,failure_braking_collision_feasible_unknown_rollouts,failure_fallback_sampled_collision_feasible_false_rollouts,failure_fallback_sampled_collision_feasible_true_rollouts,failure_fallback_sampled_collision_feasible_unknown_rollouts,failure_last_qp_converged_false_rollouts,failure_last_qp_converged_true_rollouts,failure_last_qp_converged_unknown_rollouts,failure_other_rejection_rollouts,failure_sampled_collision_rollouts,failure_solver_nonconvergence_and_sampled_collision_rollouts,failure_solver_nonconvergence_rollouts,failure_sqp_sampled_collision_feasible_false_rollouts,failure_sqp_sampled_collision_feasible_true_rollouts,failure_sqp_sampled_collision_feasible_unknown_rollouts,failure_unknown_rollouts,max_conservatism_m,mean_control_effort,measured_rollouts,missed_mode_rate,missed_mode_rollouts,modes_per_class,no_admissible_control_rollouts,obstacles,pending_rollouts,seed,sh_certification_rate,sh_decisions,solver_style,status
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.6518402699233308,sh_mpcc_dro_fallback_shift_and_boost_straight_o2_c2_m3,2,0.0,1,126.042666,38.69566567763158,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006663165564020912,132.50449556691566,1,1.0,1,3,0,2,0,78,0.7105263157894737,152,sh_mpcc_dro_fallback,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,7.640671504126605,sh_mpcc_dro_fallback_standard_roundabout_o2_c2_m3,2,0.0,1,102.421945,31.373366567474047,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007843714429508153,135.91486591112644,1,1.0,1,3,0,2,0,77,0.916955017301038,289,sh_mpcc_dro_fallback,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,7.098622261545627,sh_mpcc_dro_fallback_standard_roundabout_o2_c2_m3,2,0.0,1,128.73454800000002,33.603476444805196,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006450282646606853,192.0559384171419,1,1.0,1,3,0,2,0,78,0.8701298701298701,308,sh_mpcc_dro_fallback,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.014402945420699,sh_mpcc_dro_fallback_standard_straight_o2_c2_m3,2,0.0,1,226.866762,41.767595116959065,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006998153038634047,291.4662857567274,1,1.0,1,3,0,2,0,77,0.7017543859649122,171,sh_mpcc_dro_fallback,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.4429754311204426,sh_mpcc_dro_fallback_standard_straight_o2_c2_m3,2,0.0,1,134.742424,43.08377189440994,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006716368933886052,184.48018451347798,1,1.0,1,3,0,2,0,78,0.7080745341614907,161,sh_mpcc_dro_fallback,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,9.352972204683455,sh_mpcc_dro_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,102.420433,30.178838945578228,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074507774295018425,99.07911946848147,1,1.0,1,3,0,2,0,77,0.9387755102040817,294,sh_mpcc_dro,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,5.5463618188103325,sh_mpcc_dro_shift_and_boost_roundabout_o2_c2_m3,2,0.0,0,146.87560299999998,40.497161473333335,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006296428395653697,275.6759953830062,1,1.0,1,3,0,2,0,78,0.7577777777777778,450,sh_mpcc_dro,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.308711006159647,sh_mpcc_dro_shift_and_boost_straight_o2_c2_m3,2,0.0,1,158.67494200000002,38.40333487116564,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007661438121369324,261.6455631007051,1,1.0,1,3,0,2,0,77,0.7607361963190185,163,sh_mpcc_dro,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.6518402699233308,sh_mpcc_dro_shift_and_boost_straight_o2_c2_m3,2,0.0,1,118.794921,39.59035135526316,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006663165564020912,132.50449556691566,1,1.0,1,3,0,2,0,78,0.7105263157894737,152,sh_mpcc_dro,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,7.640671504126605,sh_mpcc_dro_standard_roundabout_o2_c2_m3,2,0.0,1,104.913123,31.83979164359862,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007843714429508153,135.91486591112644,1,1.0,1,3,0,2,0,77,0.916955017301038,289,sh_mpcc_dro,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,7.098622261545627,sh_mpcc_dro_standard_roundabout_o2_c2_m3,2,0.0,1,123.071448,33.17053237012987,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006450282646606853,192.0559384171419,1,1.0,1,3,0,2,0,78,0.8701298701298701,308,sh_mpcc_dro,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,1.6086420405079103,sh_mpcc_dro_standard_straight_o2_c2_m3,2,0.0,0,126.50535099999999,54.18411225,straight,,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.006998153038634047,194.3827708989048,1,1.0,1,3,1,2,0,77,0.45588235294117646,68,sh_mpcc_dro,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,1.9311289080829006,sh_mpcc_dro_standard_straight_o2_c2_m3,2,0.0,0,167.36834100000002,62.00623308510638,straight,,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.006716368933886052,60.59757204959445,1,1.0,1,3,1,2,0,78,0.46808510638297873,47,sh_mpcc_dro,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,9.57034816606906,sh_mpcc_resample_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,105.391334,28.127276692579507,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007954129968067547,108.5212662095489,1,0.0,0,3,0,2,0,77,0.9399293286219081,283,sh_mpcc_resample,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,8.163356913903664,sh_mpcc_resample_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,143.095343,34.371486734536084,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006059080704038267,125.07857315925946,1,0.0,0,3,0,2,0,78,0.8195876288659794,388,sh_mpcc_resample,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.2877669857205,sh_mpcc_resample_shift_and_boost_straight_o2_c2_m3,2,0.0,1,267.985301,39.48974314457831,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066035125284894525,337.1030897540473,1,0.0,0,3,0,2,0,77,0.7831325301204819,166,sh_mpcc_resample,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.651354929808298,sh_mpcc_resample_shift_and_boost_straight_o2_c2_m3,2,0.0,1,118.561068,36.698328407894735,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660321064594338,139.31994672954642,1,0.0,0,3,0,2,0,78,0.7697368421052632,152,sh_mpcc_resample,OK
